article_candidate_index,article_url,article_title,article_published_time,image_url,image_alt,image_title
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-09/DWCS%205.3%20-%20Scorecards%20-%20Jasudavicius%20vs.%20Polastri.jpg?itok=se4rStzu,Jasudavicius vs Polastri Scorecards | Dana White's Contender Series Season 5 Episode 3,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-09/00DWCS%205.2%20-%20Scorecards%20-%20Oliveira%20vs.%20Alday.jpg?itok=bHzARFFQ,Dana White's Contender Series Official Scorecard Season 5 Episode 2 (Photo by Chris Unger/Zuffa LLC),
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-09/02%20-%20Vergara%20v%20Korea-2021-09-07_CU-0077.JPG?itok=9DxBbrjC,CCJ Vergara on Dana White's Contender Series Official Scorecard Season 5 Episode 2,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-09/DWCS%205.2%20-%20Scorecards%20-%20Gafurov%20vs.%20Anheliger%5B1%5D.jpg?itok=3BwmaRl9,Dana White's Contender Series Official Scorecard Season 5 Episode 2,
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-08/DWCS%205.1%20-%20Scorecards%20-%20Brito%20vs.%20Lopes%5B1%5D.jpg?itok=gmKFyIZ4,"Dana White's Contender Series Season 5, Episode 1 - Brito vs Lopes",
1,https://www.ufc.com/news/dana-whites-contender-series-season-5-results-and-scorecards-dwcs,Dana White's Contender Series Season 5 Results & Scorecards,2021-08-31T14:07:13-0400,https://ufc.com/images/styles/inline/s3/2021-08/DWCS%205.1%20-%20Scorecards%20-%20Altamirano%20vs.%20Candelario.jpg?itok=xX259_gW,"Dana White's Contender Series Season 5, Episode 1 - Altamirano vs Candelario Scorecards",
13,https://www.ufc.com/news/fight-night-holm-vs-aldana-official-scorecards-fight-island-4,Fight Night: Holm vs Aldana Official Scorecards,2020-09-30T18:33:43-0400,https://ufc.com/images/styles/inline/s3/2020-10/UFC%20Fight%20Night%20Holm%20vs.%20Aldana%20-%20Scorecards%20-%20Vendramini%20vs.%20Ayari%5B2%5D.jpg?VersionId=wFLyc9mAfJCbsyDYshrPNEMuosK7V_te&itok=ndPOUUGj,,
13,https://www.ufc.com/news/fight-night-holm-vs-aldana-official-scorecards-fight-island-4,Fight Night: Holm vs Aldana Official Scorecards,2020-09-30T18:33:43-0400,https://ufc.com/images/styles/inline/s3/2020-10/UFC%20Fight%20Night%20Holm%20vs.%20Aldana%20-%20Scorecards%20-%20Kenney%20vs.%20Alateng%20copy.jpg?VersionId=YJFmxEGgYXRRw3NShMHtty2P7g7TBTj4&itok=ZWfXY3Za,,
13,https://www.ufc.com/news/fight-night-holm-vs-aldana-official-scorecards-fight-island-4,Fight Night: Holm vs Aldana Official Scorecards,2020-09-30T18:33:43-0400,https://ufc.com/images/styles/inline/s3/2020-10/UFC%20Fight%20Night%20Holm%20vs.%20Aldana%20-%20Scorecards%20-%20Lookboonmee%20vs.%20Frey%20copy%202.jpg?VersionId=vJKdscKbMhd6PLX0rb3szUTSTzjk.aaH&itok=sAYM6N7a,,
13,https://www.ufc.com/news/fight-night-holm-vs-aldana-official-scorecards-fight-island-4,Fight Night: Holm vs Aldana Official Scorecards,2020-09-30T18:33:43-0400,https://ufc.com/images/styles/inline/s3/2020-10/UFC%20Fight%20Night%20Holm%20vs.%20Aldana%20-%20Scorecards%20-%20Williams%20vs.%20Imavov%20copy.jpg?VersionId=ScmJXTcjZJx2dKKZikgDDCXftxPkeaI.&itok=8Hpt-kO5,,
13,https://www.ufc.com/news/fight-night-holm-vs-aldana-official-scorecards-fight-island-4,Fight Night: Holm vs Aldana Official Scorecards,2020-09-30T18:33:43-0400,https://ufc.com/images/styles/inline/s3/2020-10/UFC%20Fight%20Night%20Holm%20vs.%20Aldana%20-%20Scorecards%20-%20Jourdain%20vs.%20Culibao%20copy.jpg?VersionId=uAq4NJ6uXOLqp3RBLtbT3gCydZ0iovkR&itok=Hh1zfNBA,,
13,https://www.ufc.com/news/fight-night-holm-vs-aldana-official-scorecards-fight-island-4,Fight Night: Holm vs Aldana Official Scorecards,2020-09-30T18:33:43-0400,https://ufc.com/images/styles/inline/s3/2020-10/UFC%20Fight%20Night%20Holm%20vs.%20Aldana%20-%20Scorecards%20-%20Condit%20vs.%20McGee%20copy.jpg?VersionId=z5RkqbHFNrzexgzzHM1ZHxC1lKqMAcLO&itok=vWsTSk0x,,
13,https://www.ufc.com/news/fight-night-holm-vs-aldana-official-scorecards-fight-island-4,Fight Night: Holm vs Aldana Official Scorecards,2020-09-30T18:33:43-0400,https://ufc.com/images/styles/inline/s3/2020-10/UFC%20Fight%20Night%20Holm%20vs.%20Aldana%20-%20Scorecards%20-%20Townsend%20vs.%20Todorovic%20copy.jpg?VersionId=tQD2kZxZXwypJ4dPje.wvdOMwNjj2UeQ&itok=d-Hr3R9c,,
13,https://www.ufc.com/news/fight-night-holm-vs-aldana-official-scorecards-fight-island-4,Fight Night: Holm vs Aldana Official Scorecards,2020-09-30T18:33:43-0400,https://ufc.com/images/styles/inline/s3/2020-10/UFC%20Fight%20Night%20Holm%20vs.%20Aldana%20-%20Scorecards%20-%20Phillips%20vs.%20Else%20copy.jpg?VersionId=Qa.74uRdTGM1k8McGF8bFq.7OpFTkcuk&itok=Hp3cuzpx,,
13,https://www.ufc.com/news/fight-night-holm-vs-aldana-official-scorecards-fight-island-4,Fight Night: Holm vs Aldana Official Scorecards,2020-09-30T18:33:43-0400,https://ufc.com/images/styles/inline/s3/2020-10/UFC%20Fight%20Night%20Holm%20vs.%20Aldana%20-%20Scorecards%20-%20de%20Randamie%20vs.%20Pena%20copy%202.jpg?VersionId=yz2VLxg6tAtMId9iKsi8HSXdcvKoWjEz&itok=kDw5DRPv,,
13,https://www.ufc.com/news/fight-night-holm-vs-aldana-official-scorecards-fight-island-4,Fight Night: Holm vs Aldana Official Scorecards,2020-09-30T18:33:43-0400,https://ufc.com/images/styles/inline/s3/2020-10/UFC%20Fight%20Night%20Holm%20vs.%20Aldana%20-%20Scorecards%20-%20De%20Castro%20vs.%20Felipe%20copy_1.jpg?VersionId=TklAMr1PRkjC.KXq7vrNaoosD__KUlpQ&itok=kpn6vXpS,,
13,https://www.ufc.com/news/fight-night-holm-vs-aldana-official-scorecards-fight-island-4,Fight Night: Holm vs Aldana Official Scorecards,2020-09-30T18:33:43-0400,https://ufc.com/images/styles/inline/s3/2020-10/UFC%20Fight%20Night%20Holm%20vs.%20Aldana%20-%20Scorecards%20-%20Holm%20vs.%20Aldana%20copy.jpg?VersionId=CkbBKLPCTR2yww3KdGQ3K0sinw.GY4Tx&itok=GTWQP8BQ,,
31,https://www.ufc.com/news/official%20-scorecards-ufc-fight-night-costa-vs-vettori-ufc-vegas-41,Official Scorecards | UFC Fight Night: Costa vs Vettori,2021-10-22T22:14:23-0400,https://ufc.com/images/styles/background_image_sm/s3/2021-10/102121-ufc-fight-night-costa-vs-vettori-scorecards-hero_GettyImages-1249486775.jpg?h=d1cb525d&itok=c59NaDVz,"Octagon announcer Joe Martinez introduces the fighters prior to the main event during the UFC Fight Night event at UFC APEX on June 13, 2020 in Las Vegas, Nevada. (Photo by Chris Unger/Zuffa LLC)",
31,https://www.ufc.com/news/official%20-scorecards-ufc-fight-night-costa-vs-vettori-ufc-vegas-41,Official Scorecards | UFC Fight Night: Costa vs Vettori,2021-10-22T22:14:23-0400,https://ufc.com/images/styles/inline/s3/2021-10/102321-Martinez-VS-Lazishvili-SCORECARD.jpg?itok=YlKXYLvS,,
31,https://www.ufc.com/news/official%20-scorecards-ufc-fight-night-costa-vs-vettori-ufc-vegas-41,Official Scorecards | UFC Fight Night: Costa vs Vettori,2021-10-22T22:14:23-0400,https://ufc.com/images/styles/inline/s3/2021-10/102321-Souza-VS-Markos-SCORECARD.jpg?itok=98FfcdA9,,
31,https://www.ufc.com/news/official%20-scorecards-ufc-fight-night-costa-vs-vettori-ufc-vegas-41,Official Scorecards | UFC Fight Night: Costa vs Vettori,2021-10-22T22:14:23-0400,https://ufc.com/images/styles/inline/s3/2021-10/102321-Molina-VS-Da-Silva-SCORECARD.jpg?itok=Z89H5zZ8,,
31,https://www.ufc.com/news/official%20-scorecards-ufc-fight-night-costa-vs-vettori-ufc-vegas-41,Official Scorecards | UFC Fight Night: Costa vs Vettori,2021-10-22T22:14:23-0400,https://ufc.com/images/styles/inline/s3/2021-10/102321-Worth-VS-Herbert-SCORECARD.jpg?itok=ErH62aam,,
31,https://www.ufc.com/news/official%20-scorecards-ufc-fight-night-costa-vs-vettori-ufc-vegas-41,Official Scorecards | UFC Fight Night: Costa vs Vettori,2021-10-22T22:14:23-0400,https://ufc.com/images/styles/inline/s3/2021-10/102321-Pickett-VS-Staropoli-SCORECARD.jpg?itok=mOjUQ6yJ,,
31,https://www.ufc.com/news/official%20-scorecards-ufc-fight-night-costa-vs-vettori-ufc-vegas-41,Official Scorecards | UFC Fight Night: Costa vs Vettori,2021-10-22T22:14:23-0400,https://ufc.com/images/styles/inline/s3/2021-10/102321-Ricca-VS-Oliveira-SCORECARD.jpg?itok=9InCa4ib,Ricci vs Oliveira Scorecard,
31,https://www.ufc.com/news/official%20-scorecards-ufc-fight-night-costa-vs-vettori-ufc-vegas-41,Official Scorecards | UFC Fight Night: Costa vs Vettori,2021-10-22T22:14:23-0400,https://ufc.com/images/styles/inline/s3/2021-10/102321-Jones-VS-Onama-SCORECARD.jpg?itok=AfeXkTJ5,,
31,https://www.ufc.com/news/official%20-scorecards-ufc-fight-night-costa-vs-vettori-ufc-vegas-41,Official Scorecards | UFC Fight Night: Costa vs Vettori,2021-10-22T22:14:23-0400,https://ufc.com/images/styles/inline/s3/2021-10/102321-Park-vs-Rodrigues-SCORECARD.jpg?itok=lJ0k7AgD,,
31,https://www.ufc.com/news/official%20-scorecards-ufc-fight-night-costa-vs-vettori-ufc-vegas-41,Official Scorecards | UFC Fight Night: Costa vs Vettori,2021-10-22T22:14:23-0400,https://ufc.com/images/styles/inline/s3/2021-10/102321-Negumereanu-VS-Villanueva-SCORECARD.jpg?itok=lMAPI5pY,,
31,https://www.ufc.com/news/official%20-scorecards-ufc-fight-night-costa-vs-vettori-ufc-vegas-41,Official Scorecards | UFC Fight Night: Costa vs Vettori,2021-10-22T22:14:23-0400,https://ufc.com/images/styles/inline/s3/2021-10/102321-Trinaldo-VS-Grant-SCORECARD.jpg?itok=loLcZiO2,,
31,https://www.ufc.com/news/official%20-scorecards-ufc-fight-night-costa-vs-vettori-ufc-vegas-41,Official Scorecards | UFC Fight Night: Costa vs Vettori,2021-10-22T22:14:23-0400,https://ufc.com/images/styles/inline/s3/2021-10/102321-Caceres-VS-Choi-SCORECARD.jpg?itok=KlBU-aBN,,
31,https://www.ufc.com/news/official%20-scorecards-ufc-fight-night-costa-vs-vettori-ufc-vegas-41,Official Scorecards | UFC Fight Night: Costa vs Vettori,2021-10-22T22:14:23-0400,https://ufc.com/images/styles/inline/s3/2021-10/102321-Clark-VS-Edwards-SCORECARD.jpg?itok=XQqp_1kD,,
31,https://www.ufc.com/news/official%20-scorecards-ufc-fight-night-costa-vs-vettori-ufc-vegas-41,Official Scorecards | UFC Fight Night: Costa vs Vettori,2021-10-22T22:14:23-0400,https://ufc.com/images/styles/inline/s3/2021-10/102321-Dawson-VS-Glenn-SCORECARD.jpg?itok=hUQmw8Wn,,
31,https://www.ufc.com/news/official%20-scorecards-ufc-fight-night-costa-vs-vettori-ufc-vegas-41,Official Scorecards | UFC Fight Night: Costa vs Vettori,2021-10-22T22:14:23-0400,https://ufc.com/images/styles/inline/s3/2021-10/102321-COSTA-VS-VETTORI-SCORECARD.jpg?itok=E_Pelo6g,,
32,https://www.ufc.com/news/official-judges-scorecard-ufc-fight-night-walker-vs-zhang-shanghai,Official Scorecards | UFC Shanghai,2025-08-23T08:31:00-0400,https://ufc.com/images/styles/inline/s3/2025-08/082325-yizha-wilson-ufc-shanghai-scorecard.jpg?itok=VwEqMnCo,Yi Zha defeats Westin Wilson by KO (strikes) at 0:37 of Round 1,
33,https://www.ufc.com/news/official-judges-scorecards-noche-ufc-grasso-vs-shevchenko-2,Official Scorecards | Noche UFC,2023-09-14T18:48:13-0400,https://ufc.com/images/styles/inline/s3/2023-09/UFC_Fight_Night_Grasso_vs__Shevchenko_2_-_Scorecards_-_Knutsson_vs__Mann_99__pdf.jpg?itok=YJTYg-QW,"Josefine Knutsson (30-24, 30-25, 30-27) defeats Marnic Mann by unanimous decision",
33,https://www.ufc.com/news/official-judges-scorecards-noche-ufc-grasso-vs-shevchenko-2,Official Scorecards | Noche UFC,2023-09-14T18:48:13-0400,https://ufc.com/images/styles/inline/s3/2023-09/UFC_Fight_Night_Grasso_vs__Shevchenko_2_-_Scorecards_-_Cortez_vs__Jasudavicius_49__pdf.jpg?itok=nZ-7MXIA,"Tracy Cortez (30-27, 30-27, 29-28) defeats Jasmine Jasudavicius by unanimous decision",
33,https://www.ufc.com/news/official-judges-scorecards-noche-ufc-grasso-vs-shevchenko-2,Official Scorecards | Noche UFC,2023-09-14T18:48:13-0400,https://ufc.com/images/styles/inline/s3/2023-09/chairez-scorecard-noche.jpg?itok=uf3gKLA3,Edgar Chairez versus Daniel Lacerda declared a no decision at 3:47 of Round 1 ,
33,https://www.ufc.com/news/official-judges-scorecards-noche-ufc-grasso-vs-shevchenko-2,Official Scorecards | Noche UFC,2023-09-14T18:48:13-0400,https://ufc.com/images/styles/inline/s3/2023-09/UFC_Fight_Night_Grasso_vs__Shevchenko_2_-_Scorecards_-_Kopylov_vs__Fremd_44__pdf.jpg?itok=p5QSX7ef,Roman Kopylov defeats Josh Fremd by TKO (body shot) at 4:44 of Round 2,
33,https://www.ufc.com/news/official-judges-scorecards-noche-ufc-grasso-vs-shevchenko-2,Official Scorecards | Noche UFC,2023-09-14T18:48:13-0400,https://ufc.com/images/styles/inline/s3/2023-09/1--UFC_Fight_Night_Grasso_vs__Shevchenko_2_-_Scorecards_-_Godinez_vs__Reed_35__pdf.jpg?itok=7WbdADlq,"Loopy Godinez defeats Elise Reed by submission, rear naked choke, Round 2, 3:38",
