fighter_id,canonical_name,dob,height_cm,reach_cm,leg_reach_cm,stance
0474c65f-69fb-51b3-abfb-f40fcbc28620,Melvin Manhoef,1976-05-11,175.26,,,Orthodox
047723e9-15de-5a04-ac61-2471c4582940,Jose Montanha,1985-03-08,190.5,,,
04919c57-38ee-5c07-b830-c23e4be7e40f,Demba Seck,1993-07-07,185.42,187.96,,Orthodox
049287bc-005a-5bff-b257-5c3a5fdea75f,Sam Hughes,1992-06-28,165.1,162.56,,Orthodox
04a6d7bf-9102-5e6c-ad2f-a80a30d2298f,Bailey Schoenfelder,1997-09-22,190.5,193.04,,Orthodox
04b1119f-e379-54fa-8478-f13065572b1d,Chris Wilson,1977-06-07,185.42,190.5,,Orthodox
04c700de-d71e-534b-9e4a-67b7ff7f69a8,Jan Blachowicz,1983-02-24,187.96,198.12,,Orthodox
04cbb4c1-fdd7-594e-940b-2298319b6e22,Mansher Khera,1992-04-15,177.8,172.72,,Orthodox
04cdf04f-7dee-5851-84ea-42e3a1d4fb2f,Harvey Park,1986-03-22,182.88,177.8,,Orthodox
04d6563b-6c2e-5415-93b0-0a02772e53fa,Eddie Wineland,1984-06-26,170.18,175.26,,Orthodox
050196ae-256b-5892-b2de-aecf8391cc92,Cathal Pendred,1987-09-02,185.42,190.5,,Orthodox
0501cd7a-15db-515a-97c2-5bc11b1db6b5,Matt Schnell,1990-01-15,172.72,177.8,,Orthodox
0529cff2-1647-5c1f-9288-36281180e87a,Glaico Franca Moreira,1991-02-28,182.88,195.58,,Orthodox
0536f68c-36b3-512a-9f60-eff22c035081,Alex Dunworth,,172.72,,,
053e30f7-9858-57ed-92de-8586cc41680b,Mark Choinski,1995-10-22,172.72,175.26,,Orthodox
057477e6-5160-5828-abb8-70d444ecc6c4,Ovince Saint Preux,1983-04-08,190.5,203.2,,Southpaw
057af2f7-7628-5fe3-99e2-8d677fff25bc,Jaime Alvarez,1988-03-08,172.72,175.26,,Orthodox
0586d018-3399-5908-8932-472f9e99bb5b,Nick Hein,1984-04-24,167.64,167.64,,Southpaw
05ab082e-ee4b-5118-8a8f-dff4081f9509,Dan Hooker,1990-02-13,182.88,190.5,,Switch
05b626a2-564c-5042-8f15-77abce93c707,Antonio Rodrigo Nogueira,1976-06-02,190.5,195.58,,Orthodox
05bc5b07-776f-5628-ac8d-99bb4d9f295d,Cristian Perez,1999-08-17,175.26,182.88,,Orthodox
05ce7e80-db70-533b-872a-93625aaa5a9b,Travis Browne,1982-07-17,198.12,200.66,,Orthodox
05e8dadc-194d-5631-a676-f11ba1af0a72,Francis Carmont,1981-10-11,190.5,198.12,,Orthodox
05ecfde4-ba8a-57b1-a12b-dd539a60c0d8,Colley Bradford,,170.18,,,
06050376-19d2-5977-824d-5c1a0b9b3e49,Spencer Fisher,1976-05-09,170.18,172.72,,Southpaw
06271065-a31c-5a4d-8c3a-c708790618a3,Joe Pyfer,1996-09-17,187.96,190.5,,Orthodox
062cba70-6e0b-578a-9243-cf4d2918147a,Manuel Torres,1995-03-25,177.8,185.42,,Switch
062da11b-79b5-5053-84d6-456ab2e2ce91,Dave Terrel,1978-05-10,172.72,,,Southpaw
064100b5-bc2e-5b18-adf8-39252e5b2185,Punahele Soriano,1992-11-22,180.34,182.88,,Southpaw
0656105e-2f63-582f-9541-049319324d67,Cameron Church,1990-09-27,180.34,182.88,,Orthodox
065bae09-73f5-5804-8c39-52d4f8e76aec,Dhafir Harris,1977-08-04,,,,
0671030d-26f6-5dd0-aa4c-c5f74aaab71a,Alonzo Menifield,1987-10-18,182.88,193.04,,Orthodox
0672f2fa-fd74-5b42-a3b3-b340e6a8817a,Yushin Okami,1981-07-21,187.96,190.5,,Southpaw
0673e2c0-a33d-57d1-8800-74049a3b5811,Tyson Nam,1983-10-06,170.18,172.72,,Orthodox
068f1dc9-44d6-5a29-b518-82a1c2fd8d17,Mario Piazzon,1998-04-06,175.26,185.42,,Orthodox
06978e3e-b06e-581d-99db-543180f0fda0,Marco Polo Reyes,1984-11-07,180.34,180.34,,Orthodox
06afa795-0cf2-57b8-910b-34e03919b599,Navajo Stirling,1997-11-07,193.04,200.66,,Orthodox
06b6cb25-d5a1-5119-8622-b373c0f17c63,Rodrigo Damm,1980-02-03,170.18,180.34,,Orthodox
06bb5400-3194-5810-925e-b6ebba7699b1,Rene Kronvold,,172.72,,,Orthodox
06c47d10-9014-535e-a495-c8a717678290,Kantharaj Agasa,1992-02-16,,,,
06f0ed3c-994c-5b55-af25-01d3d7a0e9d5,Solomon Renfro,1997-02-05,175.26,182.88,,Switch
07011118-d6d2-55e9-b2aa-fd7df14bdc15,Lisa Ellis,1982-11-15,162.56,,,
071da995-067b-5b54-ab0f-6d9ba53c2daf,Dylan Lockard,1992-05-19,175.26,182.88,,Orthodox
0721b9b7-2b29-51e6-b3e5-87bbd0d8aec3,Alex Soto,1984-02-15,172.72,,,Southpaw
0726683d-f5ae-52c1-8302-82da5a0aa70b,Georges St-Pierre,1981-05-19,180.34,193.04,,Orthodox
072afedb-1cdd-5601-87b1-3f69800978d6,Collin Hart,1989-10-12,185.42,,,Orthodox
072fab82-75ee-5c09-b6a4-3100fbf266b6,David Smith,,,,,
0748e4aa-cd24-5eb8-b65d-b3439d31a991,Poliana Botelho,1988-12-15,172.72,170.18,,Orthodox
0749a6af-70ef-5799-ae2a-6cad745bed60,Christian Ocon,1996-02-05,172.72,175.26,,Orthodox
074deced-daee-51f9-8bba-813053b5dc9a,Matt Horwich,1978-10-02,185.42,,,Orthodox
07507249-f672-5fd8-ba8a-8a2c46abb77a,Kelvin Gastelum,1991-10-24,175.26,180.34,,Southpaw
0764d29d-5439-5007-b55c-d616c5a597aa,Joey Hart,1997-06-24,190.5,200.66,,Orthodox
07728836-5fe3-5176-94f4-fdeb4735bfeb,Severino Apollo Gomes,2000-07-10,,,,
0772fc47-503a-576c-8b72-49ad33cffd78,Jackie Lee,,,,,
07779b62-4474-5db8-b0ad-fe32ba23fd6b,Taner Trembley,1994-12-28,,,,
078354d6-e013-5294-ad10-5962590549ef,Rickson Zenidim,1999-02-17,170.18,170.18,,Orthodox
0785a800-a1b4-597d-bd52-14c6b60fa934,KyeungPyo Kim,1992-01-29,175.26,180.34,,Orthodox
07abf0f5-4f0c-554e-89fa-dca3521433fb,Charlene Gellner,,157.48,,,
07af31af-7ab1-5285-9561-cfc86355b48c,Brennan Ward,1988-06-28,177.8,180.34,,
07c135b6-312b-5433-b111-704b81e5d478,Mike Nickels,1971-12-13,193.04,,,Orthodox
07d580de-0be5-51c9-8423-4850997d7d6e,Cody Garbrandt,1991-07-07,172.72,165.1,,Orthodox
07d60f57-8e84-505e-8b71-d3349eb5a936,Damir Mirenic,1974-08-02,182.88,,,Orthodox
07e1fc91-8f1a-5a36-b738-1406f4d95415,Ben Earwood,,172.72,,,Orthodox
07e72385-57b1-5f5b-90ff-9364f8c851b6,Sam Oropeza,,187.96,,,
07ece957-b961-5829-976e-febe322415dc,Dustin Neace,1986-09-12,175.26,175.26,,
07f04b33-3c9d-5e41-b99b-ff982df15748,Orion Cosce,1994-07-15,180.34,180.34,,Switch
07fbc27d-f74d-5e72-b9e3-b2749cfd280b,Vladimir Matyushenko,1971-01-04,182.88,187.96,,Orthodox
080fd2ce-ab30-5d86-a53d-27cf18273ba8,Ivan Serati,,182.88,,,Orthodox
0813cef4-9f62-53e9-9f91-090572d3be0d,Steve Judson,,180.34,,,Orthodox
08169b1c-1216-5e63-8131-e81744391b66,Andreas Stahl,1988-05-20,180.34,,,Orthodox
081db4a9-684d-5d4f-8d6d-93566fb2ba2d,Garreth McLellan,1982-09-01,185.42,182.88,,Southpaw
08248d34-5f06-5c31-9c6e-21d4ceaab804,Herman Renting,,182.88,,,Switch
084e5799-dbb4-599b-9371-b7efbae39fa4,Greg Hardy,1988-07-28,195.58,203.2,,Orthodox
084fa32d-e15d-5fae-a8b1-40f5e6d76402,Eliot Marshall,1980-07-07,187.96,195.58,,Orthodox
08561148-a256-53b1-a592-3c1b97291912,Tanner Boser,1991-08-02,187.96,190.5,,Orthodox
08716ce3-3c75-5028-a487-14fa2a529b1f,Travis Fulton,1977-05-29,182.88,,,Orthodox
0875843c-0830-52be-98d0-4c9777f0025e,Herdem Alacabek,1991-06-07,187.96,190.5,,Orthodox
088075ff-504b-5ccf-96e2-94e0d1e12fc2,Art Arciniega,1981-10-15,172.72,,,
088f4811-9a51-5eec-b4a6-c1e3624233fe,Jesse Strader,1991-05-29,170.18,177.8,,Orthodox
08a3b8e2-e5ad-5405-a50b-8dfd00cc2bad,Israel Adesanya,1989-07-22,193.04,203.2,,Switch
08a9bb48-528d-5a33-b4a0-3b6a0c102da2,Trevin Giles,1992-08-06,182.88,187.96,,Orthodox
08aa763c-155b-5347-8440-a8eff19856f0,Victor Valimaki,,182.88,,,Orthodox
08becc55-6796-5fd4-8cb8-e25c94f63090,Larry Cureton,,187.96,,,Orthodox
08caf708-e8ea-58f8-8ba1-ae5d31bbce58,Marvin Vettori,1993-09-20,182.88,187.96,,Southpaw
08e39eab-a30f-58cb-a14f-f2278af2e910,Carlos Calderon,1996-02-10,180.34,180.34,,Southpaw
08f0b06b-c850-5052-8640-83d6d047d855,Kyle Kurtz,,,,,
08fc3a03-bfa9-5004-9274-1c817e173bde,Mikey Burnett,1974-04-12,167.64,,,Orthodox
090476a7-8488-55d3-85ba-a908c62f4227,Bubba Jenkins,1988-02-05,170.18,,,
0909382e-4d47-5b9b-881a-03320406715d,Cheyanne Vlismas,1995-06-25,160.02,160.02,,Switch
090ad705-a0a7-5af2-800c-febdeb342b3c,Cody Pfister,1990-07-12,177.8,185.42,,Orthodox
090b1cc4-c93b-5092-83eb-ac812c9596ac,Jinensibieke Asikeerbai,1988-07-10,167.64,175.26,,Orthodox
091be039-9bb7-5f16-9ddd-c476a7b97629,Mikheil Sazhiniani,1996-10-05,182.88,180.34,,Orthodox
0929897a-ed74-5d77-96ec-ccb944904a0e,Jimmy Ambriz,1970-01-26,187.96,,,Southpaw
0951b837-0a62-5fc6-86dc-95bfad5044da,Jacobe Smith,1996-01-17,177.8,182.88,,Southpaw
0955edcf-74c7-5597-85d1-68afefada2d5,Feng Xiaocan,2001-10-27,170.18,170.18,,Southpaw
095b7880-26d7-5e40-8c18-1838949e3484,Daniel Omielanczuk,1982-08-31,182.88,187.96,,Southpaw
09612ec8-c26b-566d-b20c-c0777120a594,Donald Sanchez,1984-08-18,177.8,,,
0964380e-0814-5ad9-af6d-010eae65cbff,Zhalgas Zhumagulov,1988-08-29,162.56,167.64,,Switch
096cec7e-8fe3-5a7c-b4c1-0d2a9408ca0a,James Llontop,1999-08-02,182.88,185.42,,Orthodox
0970e6a5-d1f2-5dde-a1dd-9368d21d772e,Garett Whiteley,1980-12-13,182.88,182.88,,Orthodox
0975b1e9-7741-5306-9add-dd8ca0134372,Willie Gates,1987-01-21,172.72,182.88,,Orthodox
097e604f-e477-5b66-8230-ce7244a07315,Claudio Mattos,,,,,Orthodox
09a926b1-1f3b-54e1-979c-d731a0e945d1,Josh Ferguson,1988-05-13,165.1,,,Orthodox
09ab2bdc-b3af-57b4-924e-026fd5021121,Bartosz Szewczyk,1997-09-18,193.04,185.42,,Orthodox
09b5f7bc-42ca-5c3a-bc75-26b66ea77c1f,Rudy Bears,,180.34,,,Southpaw
09c34f54-6d2f-5357-9c1a-1aa186be7f43,Kaushik Saikumar,1997-12-11,177.8,180.34,,Orthodox
09f106d1-94c0-5ebf-b4a8-644437fb6ddc,Alen Amedovski,1988-04-06,177.8,187.96,,Orthodox
09f52ea2-e60d-5217-8bd8-02c066fc4e80,Jerrel Venetiaan,1971-03-09,185.42,,,Orthodox
09f6bd64-8e0c-5def-8df3-ddf70bbcc94c,Nick Agallar,1979-01-13,172.72,,,Orthodox
0a0556a1-7bf9-5918-84e7-3131aff4db75,Chris Lytle,1974-08-18,180.34,172.72,,Orthodox
0a19438c-f7d5-54c9-abf9-c57dcd049cf8,Tim Gorman,1983-04-29,165.1,,,Southpaw
0a2611cb-ce0e-59f1-b660-f673375b7f2d,Josh Appelt,1983-06-19,177.8,,,Southpaw
0a36ffaf-da69-5dc8-9fc9-7542febd35c3,Jerron Peoples,1982-05-04,182.88,,,
0a3a2a39-71bf-550e-9097-18a6d9efe887,Curtis Blaydes,1991-02-18,193.04,203.2,,Orthodox
0a455df6-4ae0-5390-a68e-f32f108f8c4f,Chase Sherman,1989-11-16,193.04,198.12,,Orthodox
0a48f49c-b88a-5384-8d91-4df79c75cb07,Pietro Menga,1988-02-15,170.18,172.72,,Southpaw
0a4ff51c-1694-53d2-9cbd-a500b53e669b,Ian Loveland,1983-09-07,172.72,,,Orthodox
0aa00609-d0bf-5714-ac4b-617299744ad9,Nick Ring,1979-02-10,182.88,187.96,,Southpaw
0acb7f5b-bedd-55b3-a7f3-67e8d5400311,Victoria Leonardo,1990-02-16,165.1,162.56,,Orthodox
0ad207d5-6bbe-55e1-98ef-9c9886fc1fdf,David Dodd,1973-09-22,187.96,,,Orthodox
0af2e682-73ae-5998-b4f8-72f67dd51334,Clay Collard,1993-03-10,180.34,185.42,,Orthodox
0af991f5-aecc-5c63-ad3e-f8cd32dcfd64,Bobby Escalante,,,,,
0b0444c7-1066-5230-b377-5368ccef8e5d,Yancy Medeiros,1987-09-07,177.8,190.5,,Orthodox
0b12c939-6e56-5b34-8667-d4fc40c728d4,Ricardo Barros,1976-03-22,185.42,,,
0b23c231-bc23-5314-a6b6-037c5adf383d,Luke Sanders,1985-12-12,167.64,170.18,,Southpaw
0b2aca6e-6623-5fa9-8065-e7256f745570,Conor Heun,1979-02-11,177.8,,,Orthodox
0b2ad223-eff4-53c3-a18a-6edb7872770e,Jess Liaudin,,175.26,182.88,,Orthodox
0b352416-ac2a-52d9-b6f7-a275d17910d1,Kyle Daukaus,1993-02-27,187.96,193.04,,Southpaw
0b55445e-39a8-517b-b0fe-91e5963d00f6,Kit Cope,1977-03-17,182.88,,,Orthodox
0b563a1e-14a6-56d1-9b99-e44b9a775205,Roberto Romero,2000-01-30,172.72,177.8,,Orthodox
0b568adb-3646-5c10-9ed8-60dd67ee1a57,Dennis Dombrow,1986-03-17,,,,
0b5f448d-84b0-55ad-afe5-3c2fb45f7aaa,Marloes Coenen,1981-03-31,175.26,170.18,,
0b81f6d9-8dcf-5fa7-b371-5ee7ae5409bd,Willamy Freire,1987-07-28,172.72,,,Orthodox
0b93d1cd-1d91-5cb0-9079-6ace5f857fe2,Domingo Pilarte,1990-01-05,182.88,185.42,,Southpaw
0b951d6f-276c-5a9e-873b-90bc8cf2314b,Gabrielle Holloway,1990-04-15,160.02,,,
0b955ae7-b945-5abf-b9be-39539a3c2dce,Rony Jason,1984-03-21,170.18,185.42,,Orthodox
0b9bdd7d-6c26-53b2-9bce-456ba2ca616c,Jared Cannonier,1984-03-16,180.34,195.58,,Switch
0ba74bb2-faed-53ea-85f4-760d8c64549d,SangWon Kim,1993-09-01,175.26,175.26,,Orthodox
0bb0ecc5-ac27-5439-87f4-fad5a683e45a,Manvel Gamburyan,1981-05-08,165.1,170.18,,Orthodox
0bd742d1-0308-55ee-8846-f83f2f799ddd,Edimilson Souza,1984-10-17,182.88,187.96,,Orthodox
0bdc5bf0-93b0-53a3-a301-c324cbbfa52f,Sean Wilson,1982-10-20,172.72,,,
0bde014c-7847-517b-a7eb-61765cc9f0c0,Robert Breslin,,180.34,,,
0be96fca-34b3-54a5-b10c-b48dc37deae3,Gustavo Lopez,1989-06-27,165.1,170.18,,Orthodox
0bff6bc1-baf1-5312-b09e-0007db6ecdf5,Abdul Rakhman Yakhyaev,2001-01-03,187.96,198.12,,Orthodox
0c00b22f-229f-5fb0-a2e8-6f8a1bb50d26,Eldari Kurtanidze,1972-04-16,167.64,,,Orthodox
0c0b1579-06cb-5b01-9f62-ba459bd2c86d,Kennedy Nzechukwu,1992-06-13,195.58,210.82,,Southpaw
0c178ed0-e162-55b3-86d1-320737ccc4aa,Junye Gao,,,,,
0c1d97ce-66da-5b22-a285-9572251d8521,Steven Peterson,1990-05-29,177.8,177.8,,Orthodox
0c1e73db-f2b0-5bd8-994d-59dceaf0e843,Mitch Ramirez,1992-11-03,180.34,180.34,,Orthodox
0c23fbcc-b8f6-58c1-ae65-8b0042f33531,Mickey Gall,1992-01-22,187.96,187.96,,Switch
0c342586-54d7-59c5-92d9-faa3ca87a247,Cody Carrillo,,177.8,,,
0c3cb1b8-3880-59e5-9201-a5d4dbb9882d,Josh Culibao,1994-05-24,177.8,185.42,,Orthodox
0c462aad-fd03-5354-848d-f5307f58051e,Rony Sefo,,175.26,,,Orthodox
0c53d337-0cf6-55ee-8eac-b993cd512c2c,Waylon Lowe,1980-10-31,170.18,,,Southpaw
0c6e6377-4907-52a5-bc4c-33129f2d4277,Gerald Meerschaert,1987-12-18,185.42,195.58,,Southpaw
0c7575b0-78e8-5611-bdcc-47a4c3156d84,Dae Won Kim,,180.34,,,Orthodox
0c773b9c-652f-53d6-b92d-90d8abf11cb4,Amir Sadollah,1980-08-27,177.8,190.5,,Orthodox
0c7b086f-c7ea-5b18-b20f-e832b9cd1091,Victor Valenzuela,,177.8,,,
0c80c5e3-7a4c-514e-9690-fc37954129d2,Tim Means,1984-02-20,187.96,190.5,,Orthodox
0c8ffcce-874a-5c18-9174-900b66bb6f9f,Bob Sapp,1974-09-22,195.58,,,Orthodox
0c99b87e-4854-5c42-94a2-53ab2228783d,Junior Tafa,1996-09-21,190.5,190.5,,Orthodox
0c9c2b85-456b-5e18-b5a4-cae8b42613ce,Constantinos Philippou,1979-11-29,180.34,185.42,,Orthodox
0ca091ba-3e70-5143-81b4-fa56d43fc847,Stevie Ray,1990-03-25,177.8,177.8,,Southpaw
0ca756ff-df85-5142-83df-df90c9815968,Bobby Cooper,,185.42,,,
0caafd88-c694-58a7-9fbd-9a68bfdc41f0,John Castaneda,1991-12-18,167.64,180.34,,Switch
0cb0af1b-1528-58b3-beee-a3d7ec5b916f,Kotetsu Boku,1977-05-27,175.26,,,Orthodox
0ccd7bd3-a33b-5723-be55-586e86e80354,Zach Skinner,,167.64,,,Orthodox
0ce2a3df-c218-57c0-b9dc-da23d9aa8512,Logan Urban,1994-04-22,182.88,182.88,,Orthodox
0ceb7f4b-b867-584b-9104-fe000a7dfdde,Neal Ewing,1985-09-30,,,,
0d1bc92f-7da9-5d0a-860c-e8d2ebda09ec,Fabiano Iha,1970-07-28,172.72,,,Orthodox
0d2cb22b-ec7a-5286-b5c2-a93f7e8f2cd5,Michael Lerma,,,,,
0d3ad981-f73c-58ba-b3fd-3ec8e0640a78,Tom Nolan,2000-03-08,190.5,185.42,,Southpaw
0d5d41c8-e507-5526-b3bc-7d974d947715,Kemran Lachinov,,,,,
0d724231-1eaa-5327-87b7-360796934b12,Waldo Cortes Acosta,1991-10-03,193.04,198.12,,Orthodox
0dad330e-207c-53a7-aedd-ed561e101201,Sean Lally,1990-11-04,182.88,,,Orthodox
0dc0d31f-b705-57d5-8091-f9af1ad3cfc6,Guto Inocente,1986-05-29,190.5,,,Orthodox
0dddd3d6-a098-5756-81ea-d46ae3d88b78,Joao Elias,1995-01-08,160.02,162.56,,Southpaw
0ded1154-5b8f-5c4f-8793-36d8841ad2d4,Jonavin Webb,1989-04-28,177.8,,,Orthodox
0e0a9b5e-f74f-588c-a4d9-41807ed32c42,Tafon Nchukwi,1994-10-14,182.88,195.58,,Orthodox
0e2600ea-e1ff-5730-bd51-0bec80bbcec7,Dave Berry,,,,,
0e2afcb4-33f5-59f9-9078-5b7a64bb389e,Joe Camacho,1972-03-10,175.26,,,Orthodox
0e440b40-6524-575c-b059-5fe5b8281b75,Karol Rosa,1994-12-30,165.1,170.18,,Orthodox
0e4af1be-ef38-5f47-a467-ca0032542f74,George Bush,,185.42,,,
0e63b7f4-2fe6-5ef8-ab6a-3c7880899f10,Maurice Greene,1986-07-05,200.66,203.2,,Orthodox
0e6923dd-0537-59db-bf3b-2be231d29129,Ramazan Temirov,1997-01-31,162.56,160.02,,Orthodox
0e72580f-41a8-5e28-b2e3-fb71f16dc04c,Maria Oliveira,1996-12-12,167.64,175.26,,Orthodox
0e759a4f-61b6-5091-adfe-76e0aa4099d3,Youmin Shin,,,,,
