"fighter_id","fighter_name","field_name","fight_years","raw_value","raw_unit","normalized_value_cm","source_provider","source_url_or_id","source_observed_at","retrieved_at","source_tier","identity_evidence","review_status","resolution_status","additional_sources_checked","notes"
"b9dbb4f4-7200-576d-b20a-53aa03d009ce","Marina Spasic","reach_cm","2026","","","","","","","2026-09-15","","canonical fighter ID + trusted UFC athlete UUID 0962bf3b-2f0a-40b2-8e66-1524e042e417","exhausted","EXHAUSTED_TRUSTED_SOURCES_NO_MEASUREMENT","ufc_com_snapshot:20260820T194553Z/0962bf3b-2f0a-40b2-8e66-1524e042e417 | UFC current athlete profile | Tapology fighter profile | Sherdog fighter profile","Current/pinned UFC, Tapology and Sherdog do not publish an arm-reach measurement."
"60c767bf-99da-50f9-924e-c12796e154d2","Max Gimenis","reach_cm","2025","75","in","190.50","espn_mma","https://www.espn.com/mma/fighter/_/name/max-gimenis","2026-09-15","2026-09-15","2","canonical fighter ID + trusted UFC athlete UUID 384255a7-77b4-410e-a5fa-bedaa5df2a79 + 2025 UFC roster/opponent history","accepted","RESOLVED_TRUSTED_MEASUREMENT","ufc_com_snapshot:20260820T194553Z/384255a7-77b4-410e-a5fa-bedaa5df2a79 | UFC current athlete profile | ESPN MMA | Tapology fighter profile","ESPN publishes 75 in; Tapology publishes 75.5 in. 0.5-in discrepancy resolved by source priority with no averaging."
"ea8698c1-01f8-58b8-a05f-9b6477955db9","Milos Janicic","height_cm","2026","180","cm","180","fight_nation_championship","https://www.fnc.hr/en/athlete/milos-janicic","2026-09-15","2026-09-15","1","canonical fighter ID + trusted UFC athlete UUID 874867f5-e1eb-4c35-b50e-5bb3c8aecd9c + FNC athlete identity/record cross-check","accepted","RESOLVED_TRUSTED_MEASUREMENT","ufc_com_snapshot:20260820T194553Z/874867f5-e1eb-4c35-b50e-5bb3c8aecd9c | FNC official athlete profile | Tapology fighter profile","FNC official publishes 180 cm. Tapology publishes about 182 cm; primary-promotion source selected. UFC stats_height=155.00 remains preserved as rejected anomalous evidence and is not reinterpreted."
"ea8698c1-01f8-58b8-a05f-9b6477955db9","Milos Janicic","reach_cm","2026","184","cm","184","fight_nation_championship","https://www.fnc.hr/en/athlete/milos-janicic","2026-09-15","2026-09-15","1","canonical fighter ID + trusted UFC athlete UUID 874867f5-e1eb-4c35-b50e-5bb3c8aecd9c + FNC athlete identity/record cross-check","accepted","RESOLVED_TRUSTED_MEASUREMENT","ufc_com_snapshot:20260820T194553Z/874867f5-e1eb-4c35-b50e-5bb3c8aecd9c | FNC official athlete profile | Tapology fighter profile","FNC official publishes 184 cm reach; Tapology independently reports 72.4 in / 184 cm."
"8ad2e829-18ca-520c-b2a4-ad40aca2ee69","Muhammad Saidov","reach_cm","2026","73","in","185.42","eventclock","https://eventclock.com/fighters/muhammad-saidov","2026-09-15","2026-09-15","3","canonical fighter ID + trusted UFC athlete UUID 6704c29b-265c-4c79-bac8-b088b4f29beb + opponent/record identity cross-check","accepted","RESOLVED_TRUSTED_MEASUREMENT","ufc_com_snapshot:20260820T194553Z/6704c29b-265c-4c79-bac8-b088b4f29beb | EventClock fighter profile | CombatEdge fighter profile | FighterStatus fighter profile | Sherdog fighter profile","Three independent profile records publish 73 in; Sherdog does not publish reach. Accepted as corroborated Tier-3 evidence, not from a single profile farm."
"9e5ea15c-fe7a-52e2-ac0b-00b484970609","Nina Milosevic","height_cm","2026","","","","","","","2026-09-15","","canonical fighter ID + trusted UFC athlete UUID 633757ee-7d47-44f3-b555-73f2d9d9eb90","exhausted","EXHAUSTED_TRUSTED_SOURCES_NO_MEASUREMENT","ufc_com_snapshot:20260820T194553Z/633757ee-7d47-44f3-b555-73f2d9d9eb90 | UFC current athlete profile | Minted MMA fighter profile","UFC still publishes no height. Minted MMA alone lists 5 ft 5 in; single uncorroborated non-primary value was not accepted."
"9e5ea15c-fe7a-52e2-ac0b-00b484970609","Nina Milosevic","reach_cm","2026","","","","","","","2026-09-15","","canonical fighter ID + trusted UFC athlete UUID 633757ee-7d47-44f3-b555-73f2d9d9eb90","exhausted","EXHAUSTED_TRUSTED_SOURCES_NO_MEASUREMENT","ufc_com_snapshot:20260820T194553Z/633757ee-7d47-44f3-b555-73f2d9d9eb90 | UFC current athlete profile | Minted MMA fighter profile","UFC still publishes no reach. Minted MMA alone lists 67 in; single uncorroborated non-primary value was not accepted."
"41bee9dd-88d7-56f0-9c6f-1edc1cad2a55","Noah Gugnon","reach_cm","2026","","","","","","","2026-09-15","","canonical fighter ID + trusted UFC athlete UUID e20b911d-21e0-47fd-9164-1bf60f7ab7ab + flyweight record cross-check","quarantined","RESOLVED_CONFLICT_QUARANTINED","ufc_com_snapshot:20260820T194553Z/e20b911d-21e0-47fd-9164-1bf60f7ab7ab | ESPN MMA | Tapology fighter profile | Minted MMA fighter profile","Material conflict: ESPN/Tapology publish 68.5 in while Minted MMA publishes 71 in. No forced selection."
"b078dc69-cef6-552d-aa24-dfa99c0840a6","Ollie Schmid","reach_cm","2026","71","in","180.34","tapology","https://www.tapology.com/fightcenter/fighters/ollie-schmid","2026-09-15","2026-09-15","2","canonical fighter ID + trusted UFC athlete UUID 56772185-fa44-4936-a288-d5a3b579cae7 + record/opponent identity cross-check","accepted","RESOLVED_TRUSTED_MEASUREMENT","ufc_com_snapshot:20260820T194553Z/56772185-fa44-4936-a288-d5a3b579cae7 | UFC current athlete profile | Tapology fighter profile | MMA Index bout profile","Tapology and MMA Index independently publish 71 in."
"2c451f3d-f815-5175-83b7-280953f151e3","Rodrigo Vera","reach_cm","2026","","","","","","","2026-09-15","","canonical fighter ID + trusted UFC athlete UUID 38b59aac-e173-4b38-9e8b-32464edda329","exhausted","EXHAUSTED_TRUSTED_SOURCES_NO_MEASUREMENT","ufc_com_snapshot:20260820T194553Z/38b59aac-e173-4b38-9e8b-32464edda329 | UFC current athlete profile | Tapology fighter profile","Current/pinned UFC and Tapology expose no arm-reach measurement."
"cf80ea6b-1d9f-5058-8c72-98a000c73a4d","Vlasto Cepo","reach_cm","2026","73","in","185.42","eventclock","https://eventclock.com/fighters/vlasto-cepo","2026-09-15","2026-09-15","3","canonical fighter ID + trusted UFC athlete UUID a3a5402e-f611-440d-9fb3-b83e1d7c8622 + OKTAGON/UFC identity and record cross-check","accepted","RESOLVED_TRUSTED_MEASUREMENT","ufc_com_snapshot:20260820T194553Z/a3a5402e-f611-440d-9fb3-b83e1d7c8622 | OKTAGON official athlete profile | Tapology fighter profile | EventClock fighter profile | Minted MMA fighter profile","Official OKTAGON and Tapology do not publish reach; EventClock and Minted MMA independently publish 73 in. Accepted as corroborated Tier-3 evidence."
"15a3eca4-46ed-5ebd-9f34-df03c927fc3a","Xiong Jingnan","reach_cm","2026","63","in","160.02","ufc_com_official_current","https://www.ufc.com/athlete/xiong-jingnan","2026-09-15","2026-09-15","1","canonical fighter ID + trusted UFC athlete UUID d4b1b333-9ebd-4efd-84a4-dc6d53dd749b + current UFC athlete profile","accepted","RESOLVED_TRUSTED_MEASUREMENT","ufc_com_snapshot:20260820T194553Z/d4b1b333-9ebd-4efd-84a4-dc6d53dd749b | current UFC athlete profile | Wikipedia fighter biography","Current UFC publishes 63 in. Wikipedia publishes 64 in; <=1-in discrepancy resolved by primary-source priority with no averaging."
"dc77e194-a6dd-5fab-89e8-b5bc85883d19","YiSak Lee","reach_cm","2026","","","","","","","2026-09-15","","canonical fighter ID + trusted UFC athlete UUID 5633f84d-d815-4127-9e44-a35f49e6fc9a + Korean fighter/UFC record cross-check","quarantined","RESOLVED_CONFLICT_QUARANTINED","ufc_com_snapshot:20260820T194553Z/5633f84d-d815-4127-9e44-a35f49e6fc9a | UFC current athlete profile | Tapology fighter and bout profiles | Minted MMA fighter profile | MMA Index fighter profile","Material conflict: Tapology/Minted MMA publish 74 in while MMA Index publishes 72 in. No averaging or forced selection."
