archive_key,fight_id,event_date,expected_scored_rounds,round_row,judge_block,fighter_column_in_block,column_index,x_center,y_center,ocr_text,parsed_points,contract_valid_0_10,typical_7_10
0ed1428a522b314a5c743d7c.jpeg,267042a6-3f21-5f8a-9da8-4dc4b6745213,2023-09-02,"1,2,3",2,3,1,4,0.71367,0.4595,,,false,false
0ed1428a522b314a5c743d7c.jpeg,267042a6-3f21-5f8a-9da8-4dc4b6745213,2023-09-02,"1,2,3",2,3,2,5,0.92582,0.4595,3,3,true,false
0ed1428a522b314a5c743d7c.jpeg,267042a6-3f21-5f8a-9da8-4dc4b6745213,2023-09-02,"1,2,3",3,1,1,0,0.07353,0.5026,9,9,true,true
0ed1428a522b314a5c743d7c.jpeg,267042a6-3f21-5f8a-9da8-4dc4b6745213,2023-09-02,"1,2,3",3,1,2,1,0.28736,0.5026,10,10,true,true
0ed1428a522b314a5c743d7c.jpeg,267042a6-3f21-5f8a-9da8-4dc4b6745213,2023-09-02,"1,2,3",3,2,1,2,0.38939,0.5026,9,9,true,true
0ed1428a522b314a5c743d7c.jpeg,267042a6-3f21-5f8a-9da8-4dc4b6745213,2023-09-02,"1,2,3",3,2,2,3,0.60608,0.5026,10,10,true,true
0ed1428a522b314a5c743d7c.jpeg,267042a6-3f21-5f8a-9da8-4dc4b6745213,2023-09-02,"1,2,3",3,3,1,4,0.71367,0.5026,0,0,true,false
0ed1428a522b314a5c743d7c.jpeg,267042a6-3f21-5f8a-9da8-4dc4b6745213,2023-09-02,"1,2,3",3,3,2,5,0.92582,0.5026,7,7,true,true
10a33011f2282af5f7f55c2c.jpg,e1b6931f-ab8a-50a9-9f1b-d48d5b3c1f5e,2026-08-15,"1,2",1,1,1,0,0.07353,0.4173,,,false,false
10a33011f2282af5f7f55c2c.jpg,e1b6931f-ab8a-50a9-9f1b-d48d5b3c1f5e,2026-08-15,"1,2",1,1,2,1,0.28736,0.4173,,,false,false
10a33011f2282af5f7f55c2c.jpg,e1b6931f-ab8a-50a9-9f1b-d48d5b3c1f5e,2026-08-15,"1,2",1,2,1,2,0.38939,0.4173,,,false,false
10a33011f2282af5f7f55c2c.jpg,e1b6931f-ab8a-50a9-9f1b-d48d5b3c1f5e,2026-08-15,"1,2",1,2,2,3,0.60608,0.4173,,,false,false
10a33011f2282af5f7f55c2c.jpg,e1b6931f-ab8a-50a9-9f1b-d48d5b3c1f5e,2026-08-15,"1,2",1,3,1,4,0.71367,0.4173,,,false,false
10a33011f2282af5f7f55c2c.jpg,e1b6931f-ab8a-50a9-9f1b-d48d5b3c1f5e,2026-08-15,"1,2",1,3,2,5,0.92582,0.4173,,,false,false
10a33011f2282af5f7f55c2c.jpg,e1b6931f-ab8a-50a9-9f1b-d48d5b3c1f5e,2026-08-15,"1,2",2,1,1,0,0.07353,0.4595,9,9,true,true
10a33011f2282af5f7f55c2c.jpg,e1b6931f-ab8a-50a9-9f1b-d48d5b3c1f5e,2026-08-15,"1,2",2,1,2,1,0.28736,0.4595,4,4,true,false
10a33011f2282af5f7f55c2c.jpg,e1b6931f-ab8a-50a9-9f1b-d48d5b3c1f5e,2026-08-15,"1,2",2,2,1,2,0.38939,0.4595,,,false,false
10a33011f2282af5f7f55c2c.jpg,e1b6931f-ab8a-50a9-9f1b-d48d5b3c1f5e,2026-08-15,"1,2",2,2,2,3,0.60608,0.4595,97,9,true,true
10a33011f2282af5f7f55c2c.jpg,e1b6931f-ab8a-50a9-9f1b-d48d5b3c1f5e,2026-08-15,"1,2",2,3,1,4,0.71367,0.4595,9,9,true,true
10a33011f2282af5f7f55c2c.jpg,e1b6931f-ab8a-50a9-9f1b-d48d5b3c1f5e,2026-08-15,"1,2",2,3,2,5,0.92582,0.4595,,,false,false
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",1,1,1,0,0.07353,0.4173,3,3,true,false
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",1,1,2,1,0.28736,0.4173,0,0,true,false
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",1,2,1,2,0.38939,0.4173,3,3,true,false
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",1,2,2,3,0.60608,0.4173,10,10,true,true
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",1,3,1,4,0.71367,0.4173,,,false,false
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",1,3,2,5,0.92582,0.4173,0,0,true,false
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",2,1,1,0,0.07353,0.4595,3,3,true,false
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",2,1,2,1,0.28736,0.4595,0,0,true,false
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",2,2,1,2,0.38939,0.4595,9,9,true,true
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",2,2,2,3,0.60608,0.4595,10,10,true,true
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",2,3,1,4,0.71367,0.4595,3,3,true,false
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",2,3,2,5,0.92582,0.4595,0,0,true,false
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",3,1,1,0,0.07353,0.5026,,,false,false
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",3,1,2,1,0.28736,0.5026,,,false,false
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",3,2,1,2,0.38939,0.5026,7,7,true,true
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",3,2,2,3,0.60608,0.5026,3,3,true,false
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",3,3,1,4,0.71367,0.5026,0,0,true,false
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",3,3,2,5,0.92582,0.5026,3,3,true,false
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",4,1,1,0,0.07353,0.5458,3,3,true,false
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",4,1,2,1,0.28736,0.5458,0,0,true,false
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",4,2,1,2,0.38939,0.5458,9,9,true,true
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",4,2,2,3,0.60608,0.5458,0,0,true,false
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",4,3,1,4,0.71367,0.5458,,,false,false
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",4,3,2,5,0.92582,0.5458,10,10,true,true
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",5,1,1,0,0.07353,0.5898,3,3,true,false
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",5,1,2,1,0.28736,0.5898,,,false,false
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",5,2,1,2,0.38939,0.5898,3,3,true,false
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",5,2,2,3,0.60608,0.5898,10,10,true,true
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",5,3,1,4,0.71367,0.5898,3,3,true,false
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,"1,2,3,4,5",5,3,2,5,0.92582,0.5898,10,10,true,true
18566ac7a3a2fe21a7657885.jpeg,fd228746-4287-50aa-b5c2-97e2cb863a70,2023-12-02,1,1,1,1,0,0.07353,0.4173,9,9,true,true
18566ac7a3a2fe21a7657885.jpeg,fd228746-4287-50aa-b5c2-97e2cb863a70,2023-12-02,1,1,1,2,1,0.28736,0.4173,0,0,true,false
18566ac7a3a2fe21a7657885.jpeg,fd228746-4287-50aa-b5c2-97e2cb863a70,2023-12-02,1,1,2,1,2,0.38939,0.4173,3,3,true,false
18566ac7a3a2fe21a7657885.jpeg,fd228746-4287-50aa-b5c2-97e2cb863a70,2023-12-02,1,1,2,2,3,0.60608,0.4173,19,1,true,false
18566ac7a3a2fe21a7657885.jpeg,fd228746-4287-50aa-b5c2-97e2cb863a70,2023-12-02,1,1,3,1,4,0.71367,0.4173,3,3,true,false
18566ac7a3a2fe21a7657885.jpeg,fd228746-4287-50aa-b5c2-97e2cb863a70,2023-12-02,1,1,3,2,5,0.92582,0.4173,,,false,false
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,"1,2,3",1,1,1,0,0.07353,0.4173,,,false,false
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,"1,2,3",1,1,2,1,0.28736,0.4173,,,false,false
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,"1,2,3",1,2,1,2,0.38939,0.4173,,,false,false
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,"1,2,3",1,2,2,3,0.60608,0.4173,3,3,true,false
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,"1,2,3",1,3,1,4,0.71367,0.4173,,,false,false
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,"1,2,3",1,3,2,5,0.92582,0.4173,,,false,false
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,"1,2,3",2,1,1,0,0.07353,0.4595,3,3,true,false
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,"1,2,3",2,1,2,1,0.28736,0.4595,0,0,true,false
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,"1,2,3",2,2,1,2,0.38939,0.4595,3,3,true,false
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,"1,2,3",2,2,2,3,0.60608,0.4595,10,10,true,true
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,"1,2,3",2,3,1,4,0.71367,0.4595,3,3,true,false
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,"1,2,3",2,3,2,5,0.92582,0.4595,0,0,true,false
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,"1,2,3",3,1,1,0,0.07353,0.5026,3,3,true,false
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,"1,2,3",3,1,2,1,0.28736,0.5026,,,false,false
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,"1,2,3",3,2,1,2,0.38939,0.5026,3,3,true,false
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,"1,2,3",3,2,2,3,0.60608,0.5026,7,7,true,true
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,"1,2,3",3,3,1,4,0.71367,0.5026,,,false,false
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,"1,2,3",3,3,2,5,0.92582,0.5026,,,false,false
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,"1,2,3",1,1,1,0,0.07353,0.4173,,,false,false
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,"1,2,3",1,1,2,1,0.28736,0.4173,,,false,false
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,"1,2,3",1,2,1,2,0.38939,0.4173,,,false,false
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,"1,2,3",1,2,2,3,0.60608,0.4173,,,false,false
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,"1,2,3",1,3,1,4,0.71367,0.4173,,,false,false
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,"1,2,3",1,3,2,5,0.92582,0.4173,2,2,true,false
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,"1,2,3",2,1,1,0,0.07353,0.4595,,,false,false
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,"1,2,3",2,1,2,1,0.28736,0.4595,,,false,false
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,"1,2,3",2,2,1,2,0.38939,0.4595,,,false,false
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,"1,2,3",2,2,2,3,0.60608,0.4595,,,false,false
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,"1,2,3",2,3,1,4,0.71367,0.4595,,,false,false
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,"1,2,3",2,3,2,5,0.92582,0.4595,,,false,false
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,"1,2,3",3,1,1,0,0.07353,0.5026,,,false,false
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,"1,2,3",3,1,2,1,0.28736,0.5026,,,false,false
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,"1,2,3",3,2,1,2,0.38939,0.5026,,,false,false
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,"1,2,3",3,2,2,3,0.60608,0.5026,,,false,false
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,"1,2,3",3,3,1,4,0.71367,0.5026,,,false,false
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,"1,2,3",3,3,2,5,0.92582,0.5026,,,false,false
29068699e683cf1f5aea0f00.jpg,60933b47-b68c-55f3-9573-73db7f9a146a,2021-06-26,"1,2,3",1,1,1,0,0.07353,0.4173,3,3,true,false
29068699e683cf1f5aea0f00.jpg,60933b47-b68c-55f3-9573-73db7f9a146a,2021-06-26,"1,2,3",1,1,2,1,0.28736,0.4173,0,0,true,false
29068699e683cf1f5aea0f00.jpg,60933b47-b68c-55f3-9573-73db7f9a146a,2021-06-26,"1,2,3",1,2,1,2,0.38939,0.4173,3,3,true,false
29068699e683cf1f5aea0f00.jpg,60933b47-b68c-55f3-9573-73db7f9a146a,2021-06-26,"1,2,3",1,2,2,3,0.60608,0.4173,10,10,true,true
29068699e683cf1f5aea0f00.jpg,60933b47-b68c-55f3-9573-73db7f9a146a,2021-06-26,"1,2,3",1,3,1,4,0.71367,0.4173,3,3,true,false
29068699e683cf1f5aea0f00.jpg,60933b47-b68c-55f3-9573-73db7f9a146a,2021-06-26,"1,2,3",1,3,2,5,0.92582,0.4173,0,0,true,false
29068699e683cf1f5aea0f00.jpg,60933b47-b68c-55f3-9573-73db7f9a146a,2021-06-26,"1,2,3",2,1,1,0,0.07353,0.4595,0,0,true,false
29068699e683cf1f5aea0f00.jpg,60933b47-b68c-55f3-9573-73db7f9a146a,2021-06-26,"1,2,3",2,1,2,1,0.28736,0.4595,9,9,true,true
29068699e683cf1f5aea0f00.jpg,60933b47-b68c-55f3-9573-73db7f9a146a,2021-06-26,"1,2,3",2,2,1,2,0.38939,0.4595,10,10,true,true
29068699e683cf1f5aea0f00.jpg,60933b47-b68c-55f3-9573-73db7f9a146a,2021-06-26,"1,2,3",2,2,2,3,0.60608,0.4595,3,3,true,false
29068699e683cf1f5aea0f00.jpg,60933b47-b68c-55f3-9573-73db7f9a146a,2021-06-26,"1,2,3",2,3,1,4,0.71367,0.4595,0,0,true,false
29068699e683cf1f5aea0f00.jpg,60933b47-b68c-55f3-9573-73db7f9a146a,2021-06-26,"1,2,3",2,3,2,5,0.92582,0.4595,,,false,false
29068699e683cf1f5aea0f00.jpg,60933b47-b68c-55f3-9573-73db7f9a146a,2021-06-26,"1,2,3",3,1,1,0,0.07353,0.5026,3,3,true,false
29068699e683cf1f5aea0f00.jpg,60933b47-b68c-55f3-9573-73db7f9a146a,2021-06-26,"1,2,3",3,1,2,1,0.28736,0.5026,,,false,false
29068699e683cf1f5aea0f00.jpg,60933b47-b68c-55f3-9573-73db7f9a146a,2021-06-26,"1,2,3",3,2,1,2,0.38939,0.5026,3,3,true,false
29068699e683cf1f5aea0f00.jpg,60933b47-b68c-55f3-9573-73db7f9a146a,2021-06-26,"1,2,3",3,2,2,3,0.60608,0.5026,0,0,true,false
29068699e683cf1f5aea0f00.jpg,60933b47-b68c-55f3-9573-73db7f9a146a,2021-06-26,"1,2,3",3,3,1,4,0.71367,0.5026,3,3,true,false
29068699e683cf1f5aea0f00.jpg,60933b47-b68c-55f3-9573-73db7f9a146a,2021-06-26,"1,2,3",3,3,2,5,0.92582,0.5026,0,0,true,false
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",1,1,1,0,0.07353,0.4173,3,3,true,false
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",1,1,2,1,0.28736,0.4173,0,0,true,false
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",1,2,1,2,0.38939,0.4173,,,false,false
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",1,2,2,3,0.60608,0.4173,3,3,true,false
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",1,3,1,4,0.71367,0.4173,,,false,false
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",1,3,2,5,0.92582,0.4173,,,false,false
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",2,1,1,0,0.07353,0.4595,3,3,true,false
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",2,1,2,1,0.28736,0.4595,0,0,true,false
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",2,2,1,2,0.38939,0.4595,3,3,true,false
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",2,2,2,3,0.60608,0.4595,10,10,true,true
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",2,3,1,4,0.71367,0.4595,3,3,true,false
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",2,3,2,5,0.92582,0.4595,0,0,true,false
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",3,1,1,0,0.07353,0.5026,,,false,false
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",3,1,2,1,0.28736,0.5026,,,false,false
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",3,2,1,2,0.38939,0.5026,,,false,false
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",3,2,2,3,0.60608,0.5026,3,3,true,false
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",3,3,1,4,0.71367,0.5026,10,10,true,true
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",3,3,2,5,0.92582,0.5026,,,false,false
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",4,1,1,0,0.07353,0.5458,,,false,false
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",4,1,2,1,0.28736,0.5458,3,3,true,false
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",4,2,1,2,0.38939,0.5458,,,false,false
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",4,2,2,3,0.60608,0.5458,3,3,true,false
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",4,3,1,4,0.71367,0.5458,0,0,true,false
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",4,3,2,5,0.92582,0.5458,,,false,false
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",5,1,1,0,0.07353,0.5898,,,false,false
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",5,1,2,1,0.28736,0.5898,3,3,true,false
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",5,2,1,2,0.38939,0.5898,,,false,false
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",5,2,2,3,0.60608,0.5898,3,3,true,false
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",5,3,1,4,0.71367,0.5898,0,0,true,false
2c01cf1021e3b14e7e8f996f.jpg,466b5bcb-36aa-591e-8c5f-cd2f09662bba,2022-01-22,"1,2,3,4,5",5,3,2,5,0.92582,0.5898,,,false,false
2cfa5ce47177b9e8f94b12f9.png,aee57144-60b9-5882-92cc-c03e446eaf92,2024-12-14,"1,2",1,1,1,0,0.07353,0.4173,,,false,false
