archive_key,fight_id,event_date,round,judge_block,source_side,x0,x1,y0,y1,round_label_votes,score_variant_values,accepted_points,score_agreement_count,cell_status,pair_status,orientation_status
0ed1428a522b314a5c743d7c.jpeg,267042a6-3f21-5f8a-9da8-4dc4b6745213,2023-09-02,1,3,left,0.676,0.73507,0.39349,0.43574,"{""1"":3}","[10,null,10,null,10,10]",10,4,accepted_7_10_consensus,pair_unresolved_or_atypical,supports_left_even_right_odd
0ed1428a522b314a5c743d7c.jpeg,267042a6-3f21-5f8a-9da8-4dc4b6745213,2023-09-02,1,3,right,0.89552,0.95709,0.39349,0.43574,"{""1"":3}","[null,3,null,null,null,3]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
0ed1428a522b314a5c743d7c.jpeg,267042a6-3f21-5f8a-9da8-4dc4b6745213,2023-09-02,2,1,left,0.04353,0.10261,0.43574,0.47975,"{""2"":3}","[10,10,null,null,null,10]",10,3,accepted_7_10_consensus,strict_pair,supports_left_even_right_odd
0ed1428a522b314a5c743d7c.jpeg,267042a6-3f21-5f8a-9da8-4dc4b6745213,2023-09-02,2,1,right,0.26368,0.32525,0.43574,0.47975,"{""2"":3}","[null,9,null,null,null,9]",9,2,accepted_7_10_consensus,strict_pair,supports_left_even_right_odd
0ed1428a522b314a5c743d7c.jpeg,267042a6-3f21-5f8a-9da8-4dc4b6745213,2023-09-02,2,2,left,0.36007,0.41915,0.43574,0.47975,"{""2"":3}","[null,10,10,1,null,10]",10,3,accepted_7_10_consensus,strict_pair,supports_left_even_right_odd
0ed1428a522b314a5c743d7c.jpeg,267042a6-3f21-5f8a-9da8-4dc4b6745213,2023-09-02,2,2,right,0.5796,0.64117,0.43574,0.47975,"{""2"":3}","[null,9,null,9,null,9]",9,3,accepted_7_10_consensus,strict_pair,supports_left_even_right_odd
0ed1428a522b314a5c743d7c.jpeg,267042a6-3f21-5f8a-9da8-4dc4b6745213,2023-09-02,2,3,left,0.676,0.73507,0.43574,0.47975,"{""2"":3}","[10,10,null,0,10,10]",10,4,accepted_7_10_consensus,pair_unresolved_or_atypical,supports_left_even_right_odd
0ed1428a522b314a5c743d7c.jpeg,267042a6-3f21-5f8a-9da8-4dc4b6745213,2023-09-02,2,3,right,0.89552,0.95709,0.43574,0.47975,"{""2"":3}","[null,null,null,3,null,null]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
0ed1428a522b314a5c743d7c.jpeg,267042a6-3f21-5f8a-9da8-4dc4b6745213,2023-09-02,3,1,left,0.04353,0.10261,0.47975,0.52377,"{""3"":3}","[null,3,null,3,null,3]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
0ed1428a522b314a5c743d7c.jpeg,267042a6-3f21-5f8a-9da8-4dc4b6745213,2023-09-02,3,1,right,0.26368,0.32525,0.47975,0.52377,"{""3"":3}","[10,10,10,10,10,10]",10,6,accepted_7_10_consensus,pair_unresolved_or_atypical,supports_left_even_right_odd
0ed1428a522b314a5c743d7c.jpeg,267042a6-3f21-5f8a-9da8-4dc4b6745213,2023-09-02,3,2,left,0.36007,0.41915,0.47975,0.52377,"{""3"":3}","[null,3,null,null,null,3]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
0ed1428a522b314a5c743d7c.jpeg,267042a6-3f21-5f8a-9da8-4dc4b6745213,2023-09-02,3,2,right,0.5796,0.64117,0.47975,0.52377,"{""3"":3}","[10,10,1,1,10,10]",10,4,accepted_7_10_consensus,pair_unresolved_or_atypical,supports_left_even_right_odd
0ed1428a522b314a5c743d7c.jpeg,267042a6-3f21-5f8a-9da8-4dc4b6745213,2023-09-02,3,3,left,0.676,0.73507,0.47975,0.52377,"{""3"":3}","[10,10,null,null,10,10]",10,4,accepted_7_10_consensus,pair_unresolved_or_atypical,supports_left_even_right_odd
0ed1428a522b314a5c743d7c.jpeg,267042a6-3f21-5f8a-9da8-4dc4b6745213,2023-09-02,3,3,right,0.89552,0.95709,0.47975,0.52377,"{""3"":3}","[null,3,null,5,null,3]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,1,1,left,0.04415,0.10199,0.39349,0.4375,"{""1"":2}","[null,3,null,3,null,3]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,1,1,right,0.26368,0.32525,0.39349,0.4375,"{""1"":2}","[10,10,null,10,10,10]",10,5,accepted_7_10_consensus,pair_unresolved_or_atypical,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,1,2,left,0.36007,0.41915,0.39349,0.4375,"{""1"":2}","[null,3,null,3,null,3]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,1,2,right,0.5796,0.64117,0.39349,0.4375,"{""1"":2}","[10,10,10,10,10,10]",10,6,accepted_7_10_consensus,pair_unresolved_or_atypical,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,1,3,left,0.67537,0.73507,0.39349,0.4375,"{""1"":2}","[null,null,null,null,null,8]",,1,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,1,3,right,0.89552,0.95709,0.39349,0.4375,"{""1"":2}","[null,10,10,10,null,10]",10,4,accepted_7_10_consensus,pair_unresolved_or_atypical,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,2,1,left,0.04415,0.10199,0.4375,0.48151,"{""2"":3}","[null,3,null,8,null,3]",,1,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,2,1,right,0.26368,0.32525,0.4375,0.48151,"{""2"":3}","[10,10,null,null,10,10]",10,4,accepted_7_10_consensus,pair_unresolved_or_atypical,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,2,2,left,0.36007,0.41915,0.4375,0.48151,"{""2"":3}","[null,3,null,null,null,3]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,2,2,right,0.5796,0.64117,0.4375,0.48151,"{""2"":3}","[10,10,10,1,10,10]",10,5,accepted_7_10_consensus,pair_unresolved_or_atypical,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,2,3,left,0.67537,0.73507,0.4375,0.48151,"{""2"":3}","[null,3,null,8,null,3]",,1,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,2,3,right,0.89552,0.95709,0.4375,0.48151,"{""2"":3}","[10,10,10,null,10,10]",10,5,accepted_7_10_consensus,pair_unresolved_or_atypical,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,3,1,left,0.04415,0.10199,0.48151,0.52377,"{""3"":3}","[10,0,null,null,10,0]",10,2,accepted_7_10_consensus,strict_pair,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,3,1,right,0.26368,0.32525,0.48151,0.52377,"{""3"":3}","[null,9,4,9,null,9]",9,3,accepted_7_10_consensus,strict_pair,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,3,2,left,0.36007,0.41915,0.48151,0.52377,"{""3"":3}","[10,0,0,null,10,8]",10,2,accepted_7_10_consensus,strict_pair,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,3,2,right,0.5796,0.64117,0.48151,0.52377,"{""3"":3}","[null,9,null,null,null,9]",9,2,accepted_7_10_consensus,strict_pair,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,3,3,left,0.67537,0.73507,0.48151,0.52377,"{""3"":3}","[10,0,null,null,10,null]",10,2,accepted_7_10_consensus,pair_unresolved_or_atypical,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,3,3,right,0.89552,0.95709,0.48151,0.52377,"{""3"":3}","[null,3,null,3,null,3]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,4,1,left,0.04415,0.10199,0.52377,0.5669,"{""4"":3}","[null,3,null,3,null,3]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,4,1,right,0.26368,0.32525,0.52377,0.5669,"{""4"":3}","[10,0,null,null,10,0]",10,2,accepted_7_10_consensus,pair_unresolved_or_atypical,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,4,2,left,0.36007,0.41915,0.52377,0.5669,"{""4"":3}","[null,3,null,3,null,3]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,4,2,right,0.5796,0.64117,0.52377,0.5669,"{""4"":3}","[10,10,10,1,10,10]",10,5,accepted_7_10_consensus,pair_unresolved_or_atypical,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,4,3,left,0.67537,0.73507,0.52377,0.5669,"{""4"":3}","[null,3,null,3,null,3]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,4,3,right,0.89552,0.95709,0.52377,0.5669,"{""4"":3}","[10,10,10,10,10,10]",10,6,accepted_7_10_consensus,pair_unresolved_or_atypical,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,5,1,left,0.04415,0.10199,0.5669,0.61004,"{""5"":3}","[null,3,null,3,null,3]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,5,1,right,0.26368,0.32525,0.5669,0.61004,"{""5"":3}","[10,10,10,0,10,10]",10,5,accepted_7_10_consensus,pair_unresolved_or_atypical,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,5,2,left,0.36007,0.41915,0.5669,0.61004,"{""5"":3}","[null,3,null,3,null,3]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,5,2,right,0.5796,0.64117,0.5669,0.61004,"{""5"":3}","[10,10,10,10,10,10]",10,6,accepted_7_10_consensus,pair_unresolved_or_atypical,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,5,3,left,0.67537,0.73507,0.5669,0.61004,"{""5"":3}","[null,3,null,null,null,3]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
13e2e75c0bf52ea10abedd20.jpg,27d9ad46-0045-501c-92cb-decdceac2328,2020-12-05,5,3,right,0.89552,0.95709,0.5669,0.61004,"{""5"":3}","[null,10,10,10,null,10]",10,4,accepted_7_10_consensus,pair_unresolved_or_atypical,supports_left_even_right_odd
18566ac7a3a2fe21a7657885.jpeg,fd228746-4287-50aa-b5c2-97e2cb863a70,2023-12-02,1,1,left,0.04353,0.10199,0.39349,0.43721,"{""1"":3}","[null,3,null,3,null,3]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
18566ac7a3a2fe21a7657885.jpeg,fd228746-4287-50aa-b5c2-97e2cb863a70,2023-12-02,1,1,right,0.26368,0.32525,0.39349,0.43721,"{""1"":3}","[null,null,null,null,null,null]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
18566ac7a3a2fe21a7657885.jpeg,fd228746-4287-50aa-b5c2-97e2cb863a70,2023-12-02,1,2,left,0.36007,0.41915,0.39349,0.43721,"{""1"":3}","[null,3,null,3,null,3]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
18566ac7a3a2fe21a7657885.jpeg,fd228746-4287-50aa-b5c2-97e2cb863a70,2023-12-02,1,2,right,0.57898,0.64055,0.39349,0.43721,"{""1"":3}","[10,0,null,null,10,null]",10,2,accepted_7_10_consensus,pair_unresolved_or_atypical,supports_left_even_right_odd
18566ac7a3a2fe21a7657885.jpeg,fd228746-4287-50aa-b5c2-97e2cb863a70,2023-12-02,1,3,left,0.67475,0.73507,0.39349,0.43721,"{""1"":3}","[null,3,null,8,null,3]",,1,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
18566ac7a3a2fe21a7657885.jpeg,fd228746-4287-50aa-b5c2-97e2cb863a70,2023-12-02,1,3,right,0.89552,0.95709,0.39349,0.43721,"{""1"":3}","[10,0,1,null,10,0]",10,2,accepted_7_10_consensus,pair_unresolved_or_atypical,supports_left_even_right_odd
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,1,1,left,0.04353,0.10199,0.39349,0.4375,"{""1"":2}","[null,null,null,2,null,null]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,1,1,right,0.26368,0.32525,0.39349,0.4375,"{""1"":2}","[null,3,null,3,null,3]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,1,2,left,0.36007,0.41915,0.39349,0.4375,"{""1"":2}","[null,1,null,1,null,null]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,1,2,right,0.57836,0.63993,0.39349,0.4375,"{""1"":2}","[null,3,null,3,null,3]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,1,3,left,0.67475,0.73507,0.39349,0.4375,"{""1"":2}","[null,null,null,null,null,null]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,1,3,right,0.89428,0.95647,0.39349,0.4375,"{""1"":2}","[10,1,1,null,10,null]",10,2,accepted_7_10_consensus,pair_unresolved_or_atypical,supports_left_even_right_odd
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,2,1,left,0.04353,0.10199,0.4375,0.48151,"{""2"":3}","[null,3,null,null,null,3]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,2,1,right,0.26368,0.32525,0.4375,0.48151,"{""2"":3}","[10,10,null,10,10,10]",10,5,accepted_7_10_consensus,pair_unresolved_or_atypical,supports_left_even_right_odd
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,2,2,left,0.36007,0.41915,0.4375,0.48151,"{""2"":3}","[null,3,null,null,null,3]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,2,2,right,0.57836,0.63993,0.4375,0.48151,"{""2"":3}","[10,10,10,1,10,10]",10,5,accepted_7_10_consensus,pair_unresolved_or_atypical,supports_left_even_right_odd
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,2,3,left,0.67475,0.73507,0.4375,0.48151,"{""2"":3}","[null,null,null,9,null,3]",,1,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,2,3,right,0.89428,0.95647,0.4375,0.48151,"{""2"":3}","[10,1,10,1,10,1]",10,3,accepted_7_10_consensus,pair_unresolved_or_atypical,supports_left_even_right_odd
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,3,1,left,0.04353,0.10199,0.48151,0.52377,"{""3"":3}","[null,3,null,null,null,3]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,3,1,right,0.26368,0.32525,0.48151,0.52377,"{""3"":3}","[10,10,10,10,10,10]",10,6,accepted_7_10_consensus,pair_unresolved_or_atypical,supports_left_even_right_odd
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,3,2,left,0.36007,0.41915,0.48151,0.52377,"{""3"":3}","[null,3,null,null,null,3]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,3,2,right,0.57836,0.63993,0.48151,0.52377,"{""3"":3}","[null,1,10,null,null,null]",,1,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,3,3,left,0.67475,0.73507,0.48151,0.52377,"{""3"":3}","[null,3,null,null,null,3]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
1e3811380574d61624efbf81.jpg,dedf4087-58a0-50e5-8665-9f53814e4408,2022-11-19,3,3,right,0.89428,0.95647,0.48151,0.52377,"{""3"":3}","[null,null,10,1,null,1]",,1,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,1,1,left,0.01866,0.08085,0.44959,0.50137,"{""1"":3}","[10,10,10,10,10,10]",10,6,accepted_7_10_consensus,strict_pair,no_unique_anchor_votes
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,1,1,right,0.25,0.3153,0.44959,0.50137,"{""1"":3}","[null,9,null,3,null,9]",9,2,accepted_7_10_consensus,strict_pair,no_unique_anchor_votes
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,1,2,left,0.35137,0.41356,0.44959,0.50137,"{""1"":3}","[10,10,null,1,10,10]",10,4,accepted_7_10_consensus,strict_pair,no_unique_anchor_votes
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,1,2,right,0.58209,0.64739,0.44959,0.50137,"{""1"":3}","[5,3,null,3,9,9]",9,2,accepted_7_10_consensus,strict_pair,no_unique_anchor_votes
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,1,3,left,0.68346,0.74627,0.44959,0.50137,"{""1"":3}","[10,10,10,10,10,10]",10,6,accepted_7_10_consensus,pair_unresolved_or_atypical,no_unique_anchor_votes
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,1,3,right,0.9148,0.9801,0.44959,0.50137,"{""1"":3}","[null,3,null,3,null,3]",,0,unresolved,pair_unresolved_or_atypical,no_unique_anchor_votes
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,2,1,left,0.01866,0.08085,0.50137,0.55658,"{""2"":3}","[9,3,9,3,9,3]",9,3,accepted_7_10_consensus,strict_pair,no_unique_anchor_votes
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,2,1,right,0.25,0.3153,0.50137,0.55658,"{""2"":3}","[10,0,1,0,10,0]",10,2,accepted_7_10_consensus,strict_pair,no_unique_anchor_votes
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,2,2,left,0.35137,0.41356,0.50137,0.55658,"{""2"":3}","[null,null,null,null,null,null]",,0,unresolved,pair_unresolved_or_atypical,no_unique_anchor_votes
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,2,2,right,0.58209,0.64739,0.50137,0.55658,"{""2"":3}","[10,0,10,10,10,10]",10,5,accepted_7_10_consensus,pair_unresolved_or_atypical,no_unique_anchor_votes
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,2,3,left,0.68346,0.74627,0.50137,0.55658,"{""2"":3}","[null,null,9,null,null,null]",,1,unresolved,pair_unresolved_or_atypical,no_unique_anchor_votes
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,2,3,right,0.9148,0.9801,0.50137,0.55658,"{""2"":3}","[10,10,10,10,10,10]",10,6,accepted_7_10_consensus,pair_unresolved_or_atypical,no_unique_anchor_votes
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,3,1,left,0.01866,0.08085,0.55658,0.60802,"{""3"":3}","[4,3,9,3,4,3]",,1,unresolved,pair_unresolved_or_atypical,no_unique_anchor_votes
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,3,1,right,0.25,0.3153,0.55658,0.60802,"{""3"":3}","[10,10,null,1,10,10]",10,4,accepted_7_10_consensus,pair_unresolved_or_atypical,no_unique_anchor_votes
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,3,2,left,0.35137,0.41356,0.55658,0.60802,"{""3"":3}","[4,3,4,3,null,3]",,0,unresolved,pair_unresolved_or_atypical,no_unique_anchor_votes
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,3,2,right,0.58209,0.64739,0.55658,0.60802,"{""3"":3}","[10,10,10,10,10,10]",10,6,accepted_7_10_consensus,pair_unresolved_or_atypical,no_unique_anchor_votes
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,3,3,left,0.68346,0.74627,0.55658,0.60802,"{""3"":3}","[null,3,9,9,null,9]",9,3,accepted_7_10_consensus,strict_pair,no_unique_anchor_votes
20e248bc574b896fddf2d942.png,c4eb7d31-9c25-5ce0-bd33-da8fc3b50120,2025-06-14,3,3,right,0.9148,0.9801,0.55658,0.60802,"{""3"":3}","[10,10,10,10,10,10]",10,6,accepted_7_10_consensus,strict_pair,no_unique_anchor_votes
29068699e683cf1f5aea0f00.jpg,60933b47-b68c-55f3-9573-73db7f9a146a,2021-06-26,1,1,left,0.04415,0.10199,0.39349,0.4375,"{""1"":2}","[null,3,null,3,null,3]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
29068699e683cf1f5aea0f00.jpg,60933b47-b68c-55f3-9573-73db7f9a146a,2021-06-26,1,1,right,0.26368,0.32525,0.39349,0.4375,"{""1"":2}","[10,10,null,10,10,10]",10,5,accepted_7_10_consensus,pair_unresolved_or_atypical,supports_left_even_right_odd
29068699e683cf1f5aea0f00.jpg,60933b47-b68c-55f3-9573-73db7f9a146a,2021-06-26,1,2,left,0.36007,0.41915,0.39349,0.4375,"{""1"":2}","[null,3,null,3,null,3]",,0,unresolved,pair_unresolved_or_atypical,supports_left_even_right_odd
